Vardi,Dzimums,Skaits
"ADAMS JAKOBS","VĪRIETIS",1
"ADAMS JOELIJS","VĪRIETIS",1
"ADAMS JORENS","VĪRIETIS",1
"ADAMS JĀNIS","VĪRIETIS",1
"ADAMS JŪLIUSS","VĪRIETIS",1
"ADAMS KHALIDS","VĪRIETIS",1
"ADAMS KSAVJERS IBRAHIMS ADENIJI","VĪRIETIS",1
"ADAMS KĀRLIS","VĪRIETIS",1
"ADAMS LEO","VĪRIETIS",1
"ADAMS LUISS","VĪRIETIS",1
"ADAMS LĀSLO","VĪRIETIS",1
"ADAMS LĪ","VĪRIETIS",2
"ADAMS MARKUS","VĪRIETIS",1
"ADAMS MEISONS","VĪRIETIS",1
"ADAMS MERVINS","VĪRIETIS",1
"ADAMS METJŪ","VĪRIETIS",1
"ADAMS MOHAMEDS","VĪRIETIS",2
"ADAMS MOHAMMEDS","VĪRIETIS",1
"ADAMS MUHAMMADS","VĪRIETIS",1
"ADAMS MĀRTIŅŠ","VĪRIETIS",1
"ADAMS NIKOLASS","VĪRIETIS",1
"ADAMS NOA","VĪRIETIS",1
"ADAMS OLIVERS","VĪRIETIS",1
"ADAMS OMARS","VĪRIETIS",1
"ADAMS OMRI","VĪRIETIS",1
"ADAMS PAULS","VĪRIETIS",1
"ADAMS PJOTRS","VĪRIETIS",1
"ADAMS RAIENS","VĪRIETIS",1
"ADAMS RATMIRS","VĪRIETIS",1
"ADAMS RIJAZS","VĪRIETIS",1
"ADAMS RIČARDS","VĪRIETIS",1
"ADAMS ROBERTS","VĪRIETIS",1
"ADAMS SADAMS","VĪRIETIS",1
"ADAMS SEBASTIANS","VĪRIETIS",1
"ADAMS SINGHS","VĪRIETIS",1
"ADAMS SOHAIBS","VĪRIETIS",1
"ADAMS TIGS","VĪRIETIS",1
"ADAMS TOMASS","VĪRIETIS",1
"ADAMS TRISTANS","VĪRIETIS",1
"ADAMS VILHELMS","VĪRIETIS",1
"ADAMS ZAIDANS","VĪRIETIS",1
"ADAMS ZIADS","VĪRIETIS",1
"ADAMS ĀMIRS","VĪRIETIS",1
"ADAMS ĀRANS","VĪRIETIS",1
"ADAMS ŠAINS","VĪRIETIS",1
"ADAMSAZ","VĪRIETIS",1
"ADAMSS","VĪRIETIS",1
"ADAN","VĪRIETIS",1
"ADANNA","SIEVIETE",2
"ADANNA ESTERE","SIEVIETE",1
"ADANNA PRESILIA","SIEVIETE",1
"ADANS","VĪRIETIS",1
"ADAORA ELIZABETE","SIEVIETE",1
"ADARS","VĪRIETIS",5
"ADARS ETANS","VĪRIETIS",1
"ADARSA","SIEVIETE",1
"ADARSH","VĪRIETIS",14
"ADARSH KRISHNA","VĪRIETIS",1
"ADARSHRAJ","VĪRIETIS",1
"ADASA","SIEVIETE",2
"ADASIJA","SIEVIETE",1
"ADASON MARION","SIEVIETE",1
"ADDISON RIDGE","VĪRIETIS",1
"ADE","SIEVIETE",1
"ADE AKVELĪNA","SIEVIETE",1
"ADEDA","SIEVIETE",1
"ADEEBA","SIEVIETE",1
"ADEEL","VĪRIETIS",1
"ADEEL AHMED","VĪRIETIS",1
"ADEEM","VĪRIETIS",1
"ADEENA","SIEVIETE",1
"ADEEP","VĪRIETIS",1
"ADEESHA MALAKA FERNANDO","VĪRIETIS",1
"ADEILA","SIEVIETE",2
"ADEL","SIEVIETE",13
"ADEL MOSTAFA NEZAMELDIN MAHMOUD","VĪRIETIS",1
"ADELA","SIEVIETE",23
"ADELA ANNE","SIEVIETE",1
"ADELA BEATRISE","SIEVIETE",1
"ADELA NADIA ANNA HONG","SIEVIETE",1
"ADELA RASMA","SIEVIETE",1
"ADELAIDA","SIEVIETE",28
"ADELAIDA ANNA","SIEVIETE",2
"ADELAIDA KLĀRA","SIEVIETE",1
"ADELAIDA LUĪZE","SIEVIETE",1
"ADELAIDA NIKOLA","SIEVIETE",1
"ADELAIDA ROZA","SIEVIETE",1
"ADELAIDE","SIEVIETE",10
"ADELAIDE DIĀNA","SIEVIETE",1
"ADELAIDE ISABEL","SIEVIETE",1
"ADELAIDE MARIE","SIEVIETE",1
"ADELAIDE STELLA","SIEVIETE",1
"ADELAINA","SIEVIETE",14
"ADELAINA ALITA","SIEVIETE",1
"ADELAINA ANNA","SIEVIETE",1
"ADELAINA KRISTA","SIEVIETE",1
"ADELAINA LĪNA","SIEVIETE",1
"ADELAINE","SIEVIETE",8
"ADELAINE ADELE","SIEVIETE",1
"ADELAINE PAULA","SIEVIETE",1
"ADELAISE","SIEVIETE",1
"ADELANI ABIDEMI","VĪRIETIS",1
"ADELBERTS SIGMUNTS VILHELMS","VĪRIETIS",1
"ADELE","SIEVIETE",809
"ADELE ABISOLA MAJA","SIEVIETE",1
"ADELE ADELAINA","SIEVIETE",1
"ADELE ADELĪNA","SIEVIETE",2
"ADELE ADRIANA","SIEVIETE",1
"ADELE ALEKSANDRA","SIEVIETE",1
"ADELE ALISE","SIEVIETE",1
"ADELE AMANDA","SIEVIETE",1
"ADELE ANDRA","SIEVIETE",1
"ADELE ANDŽELĪNA","SIEVIETE",1
"ADELE ANNA","SIEVIETE",6
"ADELE ANNE","SIEVIETE",1
"ADELE ANNIJA","SIEVIETE",1
"ADELE BAIBA","SIEVIETE",1
"ADELE BEA","SIEVIETE",1
"ADELE BEATRISE","SIEVIETE",1
"ADELE BENITA","SIEVIETE",1
"ADELE DĀRTA MARIA","SIEVIETE",1
"ADELE ELIZABETE","SIEVIETE",2
"ADELE ELĪNA","SIEVIETE",1
"ADELE ELĪZA","SIEVIETE",5
"ADELE EMĪLIJA","SIEVIETE",4
"ADELE ENVERA","SIEVIETE",1
"ADELE GRĒTA","SIEVIETE",2
"ADELE HALLIJA","SIEVIETE",1
"ADELE HANNA","SIEVIETE",2
"ADELE HAVA","SIEVIETE",1
"ADELE HEIDIJA","SIEVIETE",1
"ADELE HENRIETE","SIEVIETE",1
"ADELE ILGA","SIEVIETE",1
"ADELE IRBE","SIEVIETE",1
"ADELE IRMGARDE","SIEVIETE",1
"ADELE JĒGERE","SIEVIETE",1
"ADELE KADIJA","SIEVIETE",1
"ADELE KATE","SIEVIETE",1
"ADELE KATRĪNA","SIEVIETE",1
"ADELE KEITA","SIEVIETE",1
"ADELE KETLĪNA","SIEVIETE",1
"ADELE LAURA","SIEVIETE",1
"ADELE LEA","SIEVIETE",1
"ADELE LOTE","SIEVIETE",4
"ADELE LOUISE","SIEVIETE",1
"ADELE LUĪZE","SIEVIETE",2
"ADELE LĀRA","SIEVIETE",1
"ADELE LĪNA","SIEVIETE",2
"ADELE MADARA","SIEVIETE",2
"ADELE MADLĒNA","SIEVIETE",1
"ADELE MAIJA","SIEVIETE",1
"ADELE MARIJA","SIEVIETE",3
"ADELE MARTA","SIEVIETE",4
"ADELE MELISA","SIEVIETE",1
"ADELE MIA","SIEVIETE",1
"ADELE NORA","SIEVIETE",1
"ADELE ODETA","SIEVIETE",1
"ADELE PAULA","SIEVIETE",5
"ADELE PETRA","SIEVIETE",1
"ADELE REBEKA","SIEVIETE",1
"ADELE REGINA","SIEVIETE",1
"ADELE RENAJA","SIEVIETE",1
"ADELE RITA","SIEVIETE",1
"ADELE RITA KRĀCĒJA","SIEVIETE",1
"ADELE ROBERTA","SIEVIETE",1
"ADELE RUTA","SIEVIETE",1
"ADELE RĒZIJA","SIEVIETE",1
"ADELE SEREDA","SIEVIETE",1
"ADELE SOFIJA","SIEVIETE",1
"ADELE TAMARA","SIEVIETE",1
"ADELE TIFANIJA","SIEVIETE",1
"ADELE TRĪNE","SIEVIETE",1
"ADELE UVA","SIEVIETE",1
"ADELE VALENTĪNA DANIELE","SIEVIETE",1
"ADELE VIKTORIJA","SIEVIETE",1
"ADELE VĒSMA","SIEVIETE",1
"ADELE ZELMA","SIEVIETE",1
"ADELHEIDE","SIEVIETE",2
"ADELI","SIEVIETE",2
"ADELIA","SIEVIETE",7
"ADELIA ELMARA","SIEVIETE",1
"ADELIDA","SIEVIETE",1
"ADELIIA","SIEVIETE",1
"ADELIJA","SIEVIETE",68
"ADELIJA GABRIELLA","SIEVIETE",1
"ADELIJA GREISA","SIEVIETE",1
"ADELIJA MARIJA","SIEVIETE",1
"ADELIJA SOFI","SIEVIETE",1
"ADELIKA","SIEVIETE",1
"ADELINA","SIEVIETE",311
"ADELINA ANGELIKA","SIEVIETE",1
"ADELINA ANGELINA","SIEVIETE",1
"ADELINA ANNA","SIEVIETE",1
"ADELINA DARIJA","SIEVIETE",1
"ADELINA DICHEVA","SIEVIETE",1
"ADELINA EMMA","SIEVIETE",1
"ADELINA MARIAMA","SIEVIETE",1
"ADELINA MARIJA ENDŽELA","SIEVIETE",1
"ADELINA VERA","SIEVIETE",1
"ADELINA VLADLENA","SIEVIETE",1
"ADELINDA","SIEVIETE",2
"ADELINDA GABIJA","SIEVIETE",1
"ADELINDE HENRIETE","SIEVIETE",1
"ADELINE","SIEVIETE",3
"ADELINE LILIANE DENISE","SIEVIETE",1
"ADELINE MARI","SIEVIETE",1
"ADELINE MARIE-LOUISE LUCIENNE EMILIE","SIEVIETE",1
"ADELISA","SIEVIETE",1
"ADELITA","SIEVIETE",1
"ADELIYA VIKTORIA","SIEVIETE",1
"ADELJA","SIEVIETE",2
"ADELJANS","VĪRIETIS",1
"ADELLA","SIEVIETE",1
"ADELLA HANNA","SIEVIETE",1
"ADELLA MEJA","SIEVIETE",1
"ADELLE","SIEVIETE",2
"ADELLE SANDŽAI","SIEVIETE",1
"ADELOIDA","SIEVIETE",1
"ADELS","VĪRIETIS",8
"ADELS HALEDS ADELS","VĪRIETIS",1
"ADELS HARIJS","VĪRIETIS",1
"ADELYA","SIEVIETE",2
"ADELĒNA KEITA","SIEVIETE",1
"ADELĪNA","SIEVIETE",853
"ADELĪNA AGATE","SIEVIETE",1
"ADELĪNA AINA","SIEVIETE",1
"ADELĪNA ALISE","SIEVIETE",2
"ADELĪNA ALĪDA","SIEVIETE",1
"ADELĪNA AMANDA","SIEVIETE",1
"ADELĪNA ANNA","SIEVIETE",6
"ADELĪNA ANNIJA","SIEVIETE",1
"ADELĪNA ARIA","SIEVIETE",1
"ADELĪNA ASJA","SIEVIETE",1
"ADELĪNA BONIFĀCIJA","SIEVIETE",1
"ADELĪNA DIĀNA","SIEVIETE",1
"ADELĪNA DĀLIJA VIĀNA","SIEVIETE",1
"ADELĪNA DĀRTA","SIEVIETE",2
"ADELĪNA DŽENIFERA","SIEVIETE",1
"ADELĪNA DŽOZEFĪNE","SIEVIETE",1
"ADELĪNA DŽULJETA","SIEVIETE",1
"ADELĪNA EDĪTE","SIEVIETE",1
"ADELĪNA ELIZABETE","SIEVIETE",1
"ADELĪNA EMMA","SIEVIETE",1
"ADELĪNA EMĪLIJA","SIEVIETE",4
"ADELĪNA ENIJA","SIEVIETE",1
"ADELĪNA GABRIELA","SIEVIETE",1
"ADELĪNA GERDA","SIEVIETE",1
"ADELĪNA GREISA","SIEVIETE",1
"ADELĪNA IEVA","SIEVIETE",1
"ADELĪNA ILONA","SIEVIETE",1
"ADELĪNA KATE","SIEVIETE",3
"ADELĪNA KATĀNIJA","SIEVIETE",1
"ADELĪNA KEITA","SIEVIETE",2
"ADELĪNA KLĀRA","SIEVIETE",2
"ADELĪNA KRISTENA","SIEVIETE",1
"ADELĪNA LEA","SIEVIETE",1
"ADELĪNA LILIĀNA","SIEVIETE",1
"ADELĪNA LINDA","SIEVIETE",1
"ADELĪNA LUĪZA","SIEVIETE",1
"ADELĪNA LĪNA","SIEVIETE",1
"ADELĪNA LĪVA","SIEVIETE",1
"ADELĪNA LĪVIJA","SIEVIETE",1
"ADELĪNA LŪCIJA","SIEVIETE",1
"ADELĪNA MARIANNA","SIEVIETE",1
"ADELĪNA MARIJA","SIEVIETE",1
"ADELĪNA MARTA","SIEVIETE",2
"ADELĪNA MELĀNIJA","SIEVIETE",1
"ADELĪNA MERISA","SIEVIETE",1
"ADELĪNA MIA","SIEVIETE",1
"ADELĪNA MILA","SIEVIETE",1
"ADELĪNA ODRIJA","SIEVIETE",1
"ADELĪNA OLĪVIJA","SIEVIETE",1
"ADELĪNA PAULA","SIEVIETE",2
"ADELĪNA RENĒ","SIEVIETE",1
"ADELĪNA SOFIJA","SIEVIETE",1
"ADELĪNA STEFANI","SIEVIETE",1
"ADELĪNA SĀRA","SIEVIETE",3
"ADELĪNA TAISIJA","SIEVIETE",1
"ADELĪNA TESA","SIEVIETE",1
"ADELĪNA VERONIKA","SIEVIETE",1
"ADELĪNE","SIEVIETE",9
"ADELĪNE DŽENIFERA","SIEVIETE",1
"ADELĪNE ELZA","SIEVIETE",1
"ADELĪNE KEILA","SIEVIETE",1
"ADELĪNE LIDIJA ELIANE","SIEVIETE",1
"ADELĪNE OGHENEJOME","SIEVIETE",1
"ADEM","VĪRIETIS",1
"ADEMARS GUNĀRS","VĪRIETIS",1
"ADEMS","VĪRIETIS",7
"ADEMS DINS","VĪRIETIS",1
"ADEMS RALFS SULTANS","VĪRIETIS",1
"ADENA","SIEVIETE",1
"ADENA LAILA","SIEVIETE",1
"ADENISS","VĪRIETIS",1
"ADENS","VĪRIETIS",2
"ADENS MĀRTIŅŠ","VĪRIETIS",1
"ADEOLUWA ADEGOKE","VĪRIETIS",1
"ADERSH","VĪRIETIS",2
"ADESIJS","VĪRIETIS",2
"ADESIY","VĪRIETIS",1
"ADETE","SIEVIETE",2
"ADEVIE VEHBI","SIEVIETE",1
"ADEĻA","SIEVIETE",10
"ADEĻE","SIEVIETE",1
"ADEĻIJA","SIEVIETE",1
"ADEĻINA","SIEVIETE",13
"ADEĻS","VĪRIETIS",1
"ADEĻZALANS","VĪRIETIS",1
"ADHAM AHMED AWAD ELSAYED","VĪRIETIS",1
"ADHAMJON","VĪRIETIS",1
"ADHAMS","VĪRIETIS",5
"ADHAN","VĪRIETIS",1
"ADHARSH","VĪRIETIS",2
"ADHEEKSHA PRESHALEE RAJAPAKSHA","SIEVIETE",1
"ADHIL","VĪRIETIS",1
"ADHIL AFREEN","VĪRIETIS",1
"ADHIN","VĪRIETIS",1
"ADHNAN","VĪRIETIS",1
"ADI","SIEVIETE",28
"ADI","VĪRIETIS",7
"ADI DORA","SIEVIETE",1
"ADI HAJA","SIEVIETE",1
"ADI HANI","SIEVIETE",1
"ADI JULI","SIEVIETE",1
"ADI NOAMA","SIEVIETE",1
"ADI PRAVEEN","VĪRIETIS",1
"ADI RAHELE","SIEVIETE",1
"ADIANA","SIEVIETE",2
"ADIANS","VĪRIETIS",1
"ADIB","VĪRIETIS",2
"ADIBA","SIEVIETE",1
"ADIJA","SIEVIETE",2
"ADIJS","VĪRIETIS",2
"ADIJS GUTAKOVSKIS MANŠA","VĪRIETIS",1
"ADIK","VĪRIETIS",1
"ADIKS","VĪRIETIS",1
"ADIL","VĪRIETIS",11
"ADILA","SIEVIETE",1
"ADILBEK","VĪRIETIS",1
"ADILBEKS","VĪRIETIS",1
"ADILET","VĪRIETIS",1
"ADILIA","SIEVIETE",2
"ADILS","VĪRIETIS",9
"ADILYA","SIEVIETE",2
"ADIMS","VĪRIETIS",2
"ADINA","SIEVIETE",8
"ADINA-MARIA","SIEVIETE",1
"ADINAI","SIEVIETE",1
"ADINS","VĪRIETIS",1
"ADIS","VĪRIETIS",5
"ADISHBABU","VĪRIETIS",1
"ADISONE VANESA","SIEVIETE",1
"ADISS","VĪRIETIS",1
"ADITA","SIEVIETE",1
"ADITH","VĪRIETIS",3
"ADITH KUTTAPPAN","VĪRIETIS",1
"ADITHIYAN","VĪRIETIS",1
"ADITHYA","SIEVIETE",1
"ADITHYA","VĪRIETIS",1
"ADITHYA SHANKAR SASIKUMAR NAIR","VĪRIETIS",1
"ADITHYAN","VĪRIETIS",7
"ADITI","SIEVIETE",2
"ADITI GOVIND","SIEVIETE",1
"ADITI ČANDA","SIEVIETE",1
"ADITRI","SIEVIETE",1
"ADITYA","VĪRIETIS",8
"ADITYA DUBEY","VĪRIETIS",1
"ADITYAN","VĪRIETIS",1
"ADIYA","SIEVIETE",1
"ADIĻA","SIEVIETE",2
"ADIĻS","VĪRIETIS",2
"ADJANS","VĪRIETIS",2
"ADJANS MUHAMEDS","VĪRIETIS",1
"ADJĀNS KARIMS","VĪRIETIS",1
"ADKHAM","VĪRIETIS",10
"ADKHAMJON","VĪRIETIS",3
"ADLANS","VĪRIETIS",2
"ADLIN SANIA","SIEVIETE",1
"ADLĒNA","SIEVIETE",1
"ADLĪNA","SIEVIETE",1
"ADMAS","VĪRIETIS",1
"ADNAN","VĪRIETIS",11
"ADNAN EMRE","VĪRIETIS",1
"ADNAN OSMAN","VĪRIETIS",1
"ADNANS","VĪRIETIS",5
"ADNANS HEŠAMS MUHAMEDS ALI","VĪRIETIS",1
"ADNANS JUNUS","VĪRIETIS",1
"ADNIJA","SIEVIETE",1
"ADO","VĪRIETIS",1
"ADO KEVINS","VĪRIETIS",1
"ADOLAT","SIEVIETE",1
"ADOLF","VĪRIETIS",4
"ADOLFAS","VĪRIETIS",3
"ADOLFINA","SIEVIETE",11
"ADOLFINA ANTOŅINA","SIEVIETE",1
"ADOLFINA BIRUTA","SIEVIETE",1
"ADOLFINA EUGENIJA","SIEVIETE",1
"ADOLFINA GRAŽINA","SIEVIETE",1
"ADOLFO","VĪRIETIS",1
"ADOLFO BRUNO","VĪRIETIS",1
"ADOLFS","VĪRIETIS",23
"ADOLFS ALEKSANDRS","VĪRIETIS",1
"ADOLFĪNA","SIEVIETE",6
"ADOLFĪNE","SIEVIETE",3
"ADOLINA","SIEVIETE",1
"ADOLINA ANASTASIA","SIEVIETE",1
"ADOLPINA","SIEVIETE",1
"ADOMAS","VĪRIETIS",6
"ADOMS","VĪRIETIS",6
"ADOMS AĻĢIRDS","VĪRIETIS",1
"ADONE","VĪRIETIS",1
"ADONIJA","SIEVIETE",1
"ADONIS","VĪRIETIS",2
"ADONĪDS","VĪRIETIS",1
"ADORA","SIEVIETE",1
"ADORA LAURA","SIEVIETE",1
"ADREANA","SIEVIETE",3
"ADREANS","VĪRIETIS",10
"ADRENS","VĪRIETIS",1
"ADREĀNA REILIJA","SIEVIETE",1
"ADREĀNS","VĪRIETIS",1
"ADRIA","SIEVIETE",20
"ADRIA ANNA","SIEVIETE",1
"ADRIA DINA","SIEVIETE",1
"ADRIA ELIZA","SIEVIETE",1
"ADRIA GABRIELA","SIEVIETE",2
"ADRIA SINDIA","SIEVIETE",1
"ADRIAAN","VĪRIETIS",2
"ADRIAN","VĪRIETIS",18
"ADRIAN EKA PRAMUDITA","VĪRIETIS",1
"ADRIAN ESTEBAN","VĪRIETIS",1
"ADRIAN IONUT","VĪRIETIS",2
"ADRIAN IVAR TAGE","VĪRIETIS",1
"ADRIAN KING LAYUG","VĪRIETIS",1
"ADRIAN MIROSLAW","VĪRIETIS",1
"ADRIAN NICOLAI","VĪRIETIS",1
"ADRIAN PETRU","VĪRIETIS",1
"ADRIAN PIOTR","VĪRIETIS",2
"ADRIAN ROBERT BLAIR","VĪRIETIS",1
"ADRIAN THOMAS","VĪRIETIS",1
"ADRIAN ZBIGNIEW","VĪRIETIS",1
"ADRIANA","SIEVIETE",843
"ADRIANA AGNESE","SIEVIETE",1
"ADRIANA AGNETA","SIEVIETE",1
"ADRIANA ALBINA","SIEVIETE",1
"ADRIANA ALEKSANDRA","SIEVIETE",1
"ADRIANA ALISE","SIEVIETE",3
"ADRIANA AMANDA","SIEVIETE",1
"ADRIANA ANCE","SIEVIETE",1
"ADRIANA ANDREA BARBARA","SIEVIETE",1
"ADRIANA ANNA","SIEVIETE",4
"ADRIANA ANNEMARIJA","SIEVIETE",1
"ADRIANA ARĪNA","SIEVIETE",1
"ADRIANA BEATRIČE","SIEVIETE",1
"ADRIANA CORINA","SIEVIETE",1
"ADRIANA DENIJA","SIEVIETE",1
"ADRIANA DIĀNA","SIEVIETE",1
"ADRIANA DŽASTINA","SIEVIETE",1
"ADRIANA DŽEINA","SIEVIETE",1
"ADRIANA DŽENIFERA","SIEVIETE",1
"ADRIANA ELENA","SIEVIETE",1
"ADRIANA ELIZABETE","SIEVIETE",2
"ADRIANA ELVĪRA","SIEVIETE",1
"ADRIANA ELZA","SIEVIETE",1
"ADRIANA ELĪZE","SIEVIETE",1
"ADRIANA EMĪLIJA","SIEVIETE",3
"ADRIANA ERIKA","SIEVIETE",1
"ADRIANA ESTERE","SIEVIETE",1
"ADRIANA EVA","SIEVIETE",2
"ADRIANA EVANNI","SIEVIETE",1
"ADRIANA EVELĪNA","SIEVIETE",1
"ADRIANA FILIPA","SIEVIETE",1
"ADRIANA FOTINI","SIEVIETE",1
"ADRIANA FRĀNSISA","SIEVIETE",1
"ADRIANA FĪNA","SIEVIETE",1
"ADRIANA HEIDIJA","SIEVIETE",2
"ADRIANA IRMA","SIEVIETE",1
"ADRIANA ISABEL","SIEVIETE",1
"ADRIANA IZABELLA","SIEVIETE",1
"ADRIANA JAMILLA","SIEVIETE",1
"ADRIANA JANA","SIEVIETE",1
"ADRIANA JEREMIJA","SIEVIETE",1
"ADRIANA JULIA","SIEVIETE",1
"ADRIANA JŪLIJA","SIEVIETE",1
"ADRIANA KAMELLIA","SIEVIETE",1
"ADRIANA KARALĪNA","SIEVIETE",1
"ADRIANA KARLA","SIEVIETE",1
"ADRIANA KATE","SIEVIETE",2
"ADRIANA KATERĪNA","SIEVIETE",1
"ADRIANA KEIRA","SIEVIETE",1
"ADRIANA KEITA","SIEVIETE",3
"ADRIANA KEITIJA","SIEVIETE",1
"ADRIANA KLODA","SIEVIETE",1
"ADRIANA KRISTA","SIEVIETE",1
"ADRIANA KSENIJA","SIEVIETE",1
"ADRIANA LARENA","SIEVIETE",1
"ADRIANA LAURA","SIEVIETE",3
"ADRIANA LILI","SIEVIETE",1
"ADRIANA LINDA","SIEVIETE",2
"ADRIANA LITA","SIEVIETE",1
"ADRIANA LUCIANA","SIEVIETE",1
"ADRIANA LUĪZE","SIEVIETE",2
"ADRIANA LĪGA","SIEVIETE",1
"ADRIANA MADARA","SIEVIETE",1
"ADRIANA MAIJA","SIEVIETE",1
"ADRIANA MARIA","SIEVIETE",1
"ADRIANA MARIJA","SIEVIETE",1
"ADRIANA MARIKA","SIEVIETE",1
"ADRIANA MARTA","SIEVIETE",2
"ADRIANA MELISA","SIEVIETE",1
"ADRIANA MEREDITA","SIEVIETE",1
"ADRIANA MIA","SIEVIETE",5
"ADRIANA MILA","SIEVIETE",1
"ADRIANA MITSUE","SIEVIETE",1
"ADRIANA MIŠELA","SIEVIETE",1
"ADRIANA NIKA","SIEVIETE",1
"ADRIANA NIKOLA","SIEVIETE",7
"ADRIANA NOELA","SIEVIETE",2
"ADRIANA ODRIJA","SIEVIETE",1
"ADRIANA PAULA","SIEVIETE",4
"ADRIANA RAILIJA","SIEVIETE",1
"ADRIANA RAMONA","SIEVIETE",1
"ADRIANA REBEKA","SIEVIETE",2
"ADRIANA REIČELA","SIEVIETE",1
"ADRIANA RENĒ","SIEVIETE",1
"ADRIANA ROSE","SIEVIETE",1
"ADRIANA SAKARE","SIEVIETE",1
"ADRIANA SANIJA","SIEVIETE",1
"ADRIANA SINDIJA","SIEVIETE",1
"ADRIANA STEFANI","SIEVIETE",2
"ADRIANA TATJANA","SIEVIETE",1
"ADRIANA TUTA","SIEVIETE",1
"ADRIANA VIKTORIA","SIEVIETE",1
"ADRIANA VIKTORIJA","SIEVIETE",4
"ADRIANA VIOLA","SIEVIETE",1
"ADRIANA ĀRIJA","SIEVIETE",1
"ADRIANA ŠIJANA","SIEVIETE",1
"ADRIANA ŠĒRA","SIEVIETE",1
"ADRIANDNA","SIEVIETE",1
"ADRIANNA","SIEVIETE",43
"ADRIANNA ANCE","SIEVIETE",1
"ADRIANNA ANNIJA","SIEVIETE",1
"ADRIANNA AUSTRA","SIEVIETE",1
"ADRIANNA GERDA","SIEVIETE",1
"ADRIANNA GRĒTA","SIEVIETE",1
"ADRIANNA JASMĪNA","SIEVIETE",1
"ADRIANNA NATALI","SIEVIETE",1
"ADRIANNA OLGA","SIEVIETE",1
"ADRIANNA PAULA","SIEVIETE",1
"ADRIANNA VIKTORIJA","SIEVIETE",1
"ADRIANNE","SIEVIETE",1
"ADRIANO","VĪRIETIS",9
"ADRIANO ANDRIS","VĪRIETIS",1
"ADRIANO FRANCIS","VĪRIETIS",1
"ADRIANO SANTO","VĪRIETIS",1
"ADRIANS","VĪRIETIS",3268
"ADRIANS AGNIS","VĪRIETIS",1
"ADRIANS AGRIS","VĪRIETIS",1
"ADRIANS AIVARS","VĪRIETIS",4
"ADRIANS AKSELS","VĪRIETIS",4
"ADRIANS ALANS","VĪRIETIS",1
"ADRIANS ALBERTS","VĪRIETIS",1
"ADRIANS ALEKSANDERS","VĪRIETIS",1
"ADRIANS ALEKSANDRS","VĪRIETIS",7
"ADRIANS ALEKSIS","VĪRIETIS",1
"ADRIANS ALEKSS","VĪRIETIS",5
"ADRIANS ALENS","VĪRIETIS",2
"ADRIANS ALI","VĪRIETIS",1
"ADRIANS ALOIZS","VĪRIETIS",1
"ADRIANS ANDIJS","VĪRIETIS",1
"ADRIANS ANDREAS","VĪRIETIS",1
"ADRIANS ANDREJS","VĪRIETIS",2
"ADRIANS ANDRIS","VĪRIETIS",2
"ADRIANS ANRĪ","VĪRIETIS",1
"ADRIANS ANSIS","VĪRIETIS",1
"ADRIANS ARASS","VĪRIETIS",1
"ADRIANS ARBERS","VĪRIETIS",1
"ADRIANS ARIELS","VĪRIETIS",1
"ADRIANS ARNIS","VĪRIETIS",2
"ADRIANS ARNOLDS","VĪRIETIS",1
"ADRIANS ARTEMIJS","VĪRIETIS",1
"ADRIANS ARTURS","VĪRIETIS",2
"ADRIANS ARTUSS","VĪRIETIS",1
"ADRIANS ARTŪRS","VĪRIETIS",4
"ADRIANS ARVĪDS","VĪRIETIS",1
"ADRIANS ATIS","VĪRIETIS",1
"ADRIANS AUGUSTS","VĪRIETIS",1
"ADRIANS AŠIKS","VĪRIETIS",1
"ADRIANS BAJUDANS","VĪRIETIS",1
"ADRIANS BERKS","VĪRIETIS",1
"ADRIANS BILLIJS","VĪRIETIS",1
"ADRIANS BORA","VĪRIETIS",1
"ADRIANS BRAIENS","VĪRIETIS",2
"ADRIANS BRAIENS BENTLIJS","VĪRIETIS",1
"ADRIANS BRUNO","VĪRIETIS",1
"ADRIANS DAMIANS","VĪRIETIS",1
"ADRIANS DANIELS","VĪRIETIS",6
"ADRIANS DANS","VĪRIETIS",2
"ADRIANS DANS JUNIORS","VĪRIETIS",1
"ADRIANS DARIO","VĪRIETIS",2
"ADRIANS DAUMANTS","VĪRIETIS",1
"ADRIANS DEIVIDS","VĪRIETIS",4
"ADRIANS DEIVINS","VĪRIETIS",1
"ADRIANS DENIZS","VĪRIETIS",1
"ADRIANS DINS","VĪRIETIS",1
"ADRIANS DJŪKS","VĪRIETIS",1
"ADRIANS DOMENIKS","VĪRIETIS",1
"ADRIANS DUNKANS PLESOVS","VĪRIETIS",1
"ADRIANS DURAISAMI","VĪRIETIS",1
"ADRIANS DĀGS","VĪRIETIS",1
"ADRIANS DĀVIDS","VĪRIETIS",4
"ADRIANS DĀVIS","VĪRIETIS",5
"ADRIANS DŽEIKOBS","VĪRIETIS",1
"ADRIANS DŽEIMSS","VĪRIETIS",1
"ADRIANS DŽEISONS","VĪRIETIS",2
"ADRIANS DŽEKSS","VĪRIETIS",1
"ADRIANS DŽONATANS","VĪRIETIS",1
"ADRIANS EDGARS","VĪRIETIS",1
"ADRIANS EDUARDS","VĪRIETIS",2
"ADRIANS EDVARDS","VĪRIETIS",3
"ADRIANS EDVĪNS","VĪRIETIS",1
"ADRIANS ELANS","VĪRIETIS",1
"ADRIANS ELMĀRS","VĪRIETIS",2
